objectid,year_record,island,route_id,bmp,emp,route_name,county_id,county_id_t,aadt,aadt_su,aadt_cu,f_system,f_system_t,facility_type,facility_type_t,maint_op,maint_op_t,ownership,ownership_t,through_lanes,urban_id,urban_id_t,st_lengthshape
177,2024,Hawaii,11,111.83,113.5,Mamalahoa Highway,1,Hawaii County,16329,154,36,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2676.23418122806
178,2024,Hawaii,11,113.5,113.66,Mamalahoa Highway,1,Hawaii County,15202,171,30,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,254.762913283942
179,2024,Hawaii,11,113.66,113.69,Mamalahoa Highway,1,Hawaii County,15202,171,30,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,47.7442235720052
180,2024,Hawaii,11,113.69,115.41,Kuakini Highway,1,Hawaii County,15202,171,30,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2737.33456394063
181,2024,Hawaii,11,115.41,117.13,Kuakini Highway,1,Hawaii County,14290,176,27,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2737.33455736474
182,2024,Hawaii,11,117.13,119.13,Kuakini Highway,1,Hawaii County,24121,259,213,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,3182.94710283569
183,2024,Hawaii,11,119.13,119.21,Kuakini Highway,1,Hawaii County,25438,234,117,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,127.317908599814
184,2024,Hawaii,11,119.21,120.38,Queen Kaahumanu Highway,1,Hawaii County,25438,234,117,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1862.02413585651
185,2024,Hawaii,11,120.38,120.81,Queen Kaahumanu Highway,1,Hawaii County,25540,273,151,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,684.333625741955
186,2024,Hawaii,11,120.81,121.47,Queen Kaahumanu Highway,1,Hawaii County,25474,1281,137,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1050.37252477903
187,2024,Hawaii,11,121.47,121.85,Queen Kaahumanu Highway,1,Hawaii County,25474,1281,137,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,739.37633827063
188,2024,Hawaii,11,121.85,121.97,Queen Kaahumanu Highway,1,Hawaii County,25474,1281,137,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,99998,Small Urban,235.113315167881
189,2024,Hawaii,11,121.97,121.984,Queen Kaahumanu Highway,1,Hawaii County,25474,1281,137,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,99998,Small Urban,27.4298973089687
190,2024,Hawaii,1100,0,0.31,Kuakini Highway,1,Hawaii County,14290,166,21,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,499.710758867503
191,2024,Hawaii,1100,0.31,0.78,Kuakini Highway,1,Hawaii County,11488,189,87,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,757.626026983616
192,2024,Hawaii,1100,0.78,1.73,Kuakini Highway,1,Hawaii County,18579,83,60,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1531.37166140679
193,2024,Hawaii,1100,1.73,3.073,Kuakini Highway,1,Hawaii County,8318,33,8,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2164.87592823446
194,2024,Hawaii,121,0,1.658,North Kulani Road,1,Hawaii County,2601,37,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,2674.3234221496
195,2024,Hawaii,122,0,1.269,Wright Road,1,Hawaii County,1249,24,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,2045.18888584905
196,2024,Hawaii,130,0,0.04,Pahoa Bypass Road,1,Hawaii County,25075,901,516,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,64.4214682422778
197,2024,Hawaii,130,0.04,1.79,Pahoa Bypass Road,1,Hawaii County,25075,901,516,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,2818.44111838867
198,2024,Hawaii,130,1.79,2.04,Pahoa Bypass Road,1,Hawaii County,33477,1349,150,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,402.634500914622
199,2024,Hawaii,130,2.04,2.15,Pahoa Bypass Road,1,Hawaii County,33477,1349,150,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,177.159090863005
200,2024,Hawaii,130,2.15,7.7,Pahoa Bypass Road,1,Hawaii County,33477,1349,150,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,8948.52889068759
201,2024,Hawaii,130,7.7,10.66,Pahoa Bypass Road,1,Hawaii County,17253,330,59,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,4776.1039692642
202,2024,Hawaii,130,10.66,12.14,Pahoa Bypass Road,1,Hawaii County,7905,226,52,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2388.05199012646
203,2024,Hawaii,130,12.14,12.436,Pahoa-Kalapana Road,1,Hawaii County,5694,115,24,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,477.610410690137
204,2024,Hawaii,130,12.436,14.2,Pahoa-Kalapana Road,1,Hawaii County,5694,115,24,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Small Urban,2846.29978628581
205,2024,Hawaii,130,14.2,20.8,Pahoa-Kalapana Road,1,Hawaii County,2534,98,11,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Small Urban,10649.4209543062
206,2024,Hawaii,130,20.8,21.64,Kaimu-Chain of Craters Road,1,Hawaii County,1824,53,5,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Small Urban,1355.35456441434
207,2024,Hawaii,130,21.64,21.823,Kaimu-Chain of Craters Road,1,Hawaii County,1824,53,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Small Urban,290.470618370726
208,2024,Hawaii,132,0,0.946,Pahoa-Kapoho Road,1,Hawaii County,5079,89,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1525.7029969817
209,2024,Hawaii,132,0.946,7.74,Pahoa-Kapoho Road,1,Hawaii County,5079,89,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,10949.2571579872
210,2024,Hawaii,134,0,1.493,Keeau-Pahoa Road,1,Hawaii County,9020,79,10,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2414.63799179468
211,2024,Hawaii,135,2.752,4.547,Pohoiki Road,1,Hawaii County,213,5,2,6,,2,two way,2,County Highway,2,County Highway,2,99999,Rural,2895.14752522283
212,2024,Hawaii,137,3.38,14.842,Kapoho Kalapana Road,1,Hawaii County,1731,16,7,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,18473.3992480262
213,2024,Hawaii,1370,0,0.19,Kalanianaole Street,1,Hawaii County,10167,207,78,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,314.124516469299
214,2024,Hawaii,1370,0.19,0.48,Kalanianaole Street,1,Hawaii County,10167,207,78,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,468.213024979074
215,2024,Hawaii,1370,0.48,1.11,Kalanianaole Street,1,Hawaii County,7804,62,10,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1017.15257301178
216,2024,Hawaii,1370,1.11,2.961,Kalanianaole Street,1,Hawaii County,4763,57,6,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2988.49103798894
217,2024,Hawaii,138,0,5.925,Kahakai Boulevard,1,Hawaii County,6675,67,8,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,9556.41412881425
218,2024,Hawaii,139,0,1.185,Old Keaau-Pahoa Road,1,Hawaii County,8513,86,17,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1927.70089582627
219,2024,Hawaii,145,0,0.468,Kamani Street,1,Hawaii County,1265,33,4,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,759.395398353441
220,2024,Hawaii,155,0,3.972,Kamoa Road,1,Hawaii County,854,9,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,6397.89192420982
221,2024,Hawaii,160,0,1.08,Ke-ala-o-Keawe Road,1,Hawaii County,1698,17,11,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1739.13132660276
222,2024,Hawaii,160,1.08,3.819,Ke-ala-o-Keawe Road,1,Hawaii County,1276,3,2,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,4410.63012366717
223,2024,Hawaii,161,0,4.1,Napoopoo Road,1,Hawaii County,1426,5,0,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,6584.79163961401
224,2024,Hawaii,161,4.1,4.34,Napoopoo Road,1,Hawaii County,3243,27,2,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,400.467044887444
225,2024,Hawaii,163,0,0.131,City of Refuge Spur,1,Hawaii County,947,6,9,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,215.432503665632
226,2024,Hawaii,164,0,0.26,Halekii Street,1,Hawaii County,3750,77,6,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,425.512939503033
227,2024,Hawaii,180,0,0.05,Haawina Street,1,Hawaii County,2838,32,6,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,80.4594441143829
228,2024,Hawaii,180,0.05,0.62,Mamalahoa Highway,1,Hawaii County,2838,32,6,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,917.237411015657
229,2024,Hawaii,180,0.62,8.49,Mamalahoa Highway,1,Hawaii County,3040,35,1,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,12664.3135848438
230,2024,Hawaii,180,8.49,9.147,Mamalahoa Highway,1,Hawaii County,4257,33,2,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1057.23686739552
231,2024,Hawaii,1810,0,0.83,Nani Kailua Drive,1,Hawaii County,4358,32,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1338.31815473573
232,2024,Hawaii,182,0,0.494,Lako Road,1,Hawaii County,1824,11,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,795.994495441838
233,2024,Hawaii,1830,0,0.342,Henry Street,1,Hawaii County,15808,204,115,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,99998,Small Urban,575.717980008584
234,2024,Hawaii,1835,0,0.527,Kaiwi Street,1,Hawaii County,8006,124,23,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,854.399646694597
235,2024,Hawaii,184,0,0.326,Sunset Drive,1,Hawaii County,892,6,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,525.897033199869
236,2024,Hawaii,185,0,1.48,Kamehameha III Road,1,Hawaii County,9992,100,27,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2382.77355931569
237,2024,Hawaii,185,1.48,1.758,Kamehameha III Road,1,Hawaii County,1723,12,4,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,447.575052714191
238,2024,Hawaii,2000,0.73,0.83,West Puainako Street,1,Hawaii County,11297,187,91,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,160.96903393056
239,2024,Hawaii,2000,0.83,1.58,West Puainako Street,1,Hawaii County,9156,303,215,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1207.26699765872
240,2024,Hawaii,2000,1.58,2.17,West Puainako Street,1,Hawaii County,8428,302,162,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,949.716703617022
241,2024,Hawaii,2000,2.17,2.18,Komohana Street,1,Hawaii County,8428,302,162,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,16.0969070378317
242,2024,Hawaii,2000,2.18,2.23,Komohana Street,1,Hawaii County,8716,286,66,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,80.1865935485414
243,2024,Hawaii,2000,2.23,6.873,Puainako Street,1,Hawaii County,8716,286,66,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,7491.45867652126
244,2024,Hawaii,210,0,6.27,Mauna Kea Access Road,1,Hawaii County,749,4,3,7,Local,2,two way,1,State Highway,2,County Highway,2,99999,Rural,9844.39413952826
245,2024,Hawaii,220,0,0.42,Honomu Road,1,Hawaii County,1946,48,1,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,674.500601906965
246,2024,Hawaii,220,0.42,0.58,Old Mamalahoa Highway,1,Hawaii County,1946,48,1,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,256.95263273471
247,2024,Hawaii,220,0.58,3.762,Akaka Falls Road,1,Hawaii County,666,20,0,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5110.14536558605
248,2024,Hawaii,222,0,0.802,Old Mamalahoa Highway,1,Hawaii County,534,27,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1295.4637616115
249,2024,Hawaii,227,0,0.661,Plumeria Road,1,Hawaii County,3344,48,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1072.43304535337
250,2024,Hawaii,228,0,0.408,Pikake Street,1,Hawaii County,780,2,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,659.025657636578
251,2024,Hawaii,240,0,1.08,Mamane Street,1,Hawaii County,2534,67,23,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1739.71501262909
252,2024,Hawaii,240,1.08,1.48,Mamane Street,1,Hawaii County,4257,55,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,644.338866760941
253,2024,Hawaii,240,1.48,1.5,Mamane Street,1,Hawaii County,2534,17,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,32.2169615939749
254,2024,Hawaii,240,1.5,1.94,Honokaa-Waipio Road,1,Hawaii County,2534,17,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,708.772705291584
255,2024,Hawaii,240,1.94,8.04,Honokaa-Waipio Road,1,Hawaii County,1389,53,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,9826.16785253978
256,2024,Hawaii,240,8.04,9.41,Honokaa-Waipio Road,1,Hawaii County,719,3,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,2206.86070824289
257,2024,Hawaii,240,9.41,9.593,Honokaa-Waipio Road,1,Hawaii County,719,3,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,294.784980192652
258,2024,Hawaii,2460,0,0.67,Kamamalu Street,1,Hawaii County,3040,61,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1088.45030562479
259,2024,Hawaii,2470,0,0.29,Lindsey Road,1,Hawaii County,1003,9,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,481.346774726118
260,2024,Hawaii,250,0,0.22,Kohala Mountain Road,1,Hawaii County,2331,24,24,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,353.885040801678
261,2024,Hawaii,250,0.22,1.749,Kohala Mountain Road,1,Hawaii County,2331,17,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2459.50119440421
262,2024,Hawaii,250,1.749,17.35,Kohala Mountain Road,1,Hawaii County,2331,17,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,25095.2765043736
263,2024,Hawaii,250,17.35,17.36,Hawi Road,1,Hawaii County,2331,17,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,16.0856726008899
264,2024,Hawaii,250,17.36,18.55,Hawi Road,1,Hawaii County,1734,12,3,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,1914.19643804238
