zone_id,h3_cell,resolution,island,version,data_source,provenance
GOV_106,875d131b1ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 106 polygon
GOV_107,875d131b1ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 107 polygon
GOV_108,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 108 polygon
GOV_109,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 109 polygon
GOV_110,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 110 polygon
GOV_111,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 111 polygon
GOV_112,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 112 polygon
GOV_113,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 113 polygon
GOV_114,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 114 polygon
GOV_115,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 115 polygon
GOV_116,875d13104ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 116 polygon
GOV_117,875d131b4ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 117 polygon
GOV_118,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 118 polygon
GOV_119,875d131a3ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 119 polygon
GOV_120,875d138d5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 120 polygon
GOV_121,875d13ce5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 121 polygon
GOV_122,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 122 polygon
GOV_123,875d131a6ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 123 polygon
GOV_124,875d131b1ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 124 polygon
GOV_125,875d13c50ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 125 polygon
GOV_126,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 126 polygon
GOV_127,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 127 polygon
GOV_128,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 128 polygon
GOV_129,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 129 polygon
